budget,id,original_language,original_title,overview,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count,money_now,revenue_now,budget_now,cast_score
75000000,23398,en,"Alvin and the Chipmunks: The Squeakquel","Pop sensations Alvin, Simon and Theodore end up in the care of Dave Seville's twenty-something nephew Toby. The boys must put aside music super stardom to return to school, and are tasked with saving the school's music program by winning the $25,000 prize in a battle of the bands. But the Chipmunks unexpectedly meet their match in three singing chipmunks known as The Chipettes - Brittany, Eleanor and Jeanette. Romantic and musical sparks are ignited when the Chipmunks and Chipettes square off.",29.412262,2009-12-21,443140005,88,Released,"The Boys are back in town... and they have competition.",5.4,666,,522274170.0,88393199.0,195607335.864544
75000000,10590,en,"We Were Soldiers","The story of the first major battle of the American phase of the Vietnam War and the soldiers on both sides that fought it.",19.708731,2002-03-01,114660784,138,Released,"400 U.S paratroopers. 4000 Vietnamese soldiers. 12 000 miles away from home. 1 man led them into battle.",6.7,521,,161015845.0,105321000.0,154873923.830659
70000000,117263,en,"Olympus Has Fallen","When the White House (Secret Service Code: ""Olympus"") is captured by a terrorist mastermind and the President is kidnapped, disgraced former Presidential guard Mike Banning finds himself trapped within the building. As the national security team scrambles to respond, they are forced to rely on Banning's inside knowledge to help retake the White House, save the President and avert an even bigger disaster.",59.428223,2013-03-20,161025640,120,Released,"When our flag falls our nation will rise.",6.2,2981,,174657578.0,75925986.0,114294896.389584
70000000,44943,en,"Battle: Los Angeles","The Earth is attacked by unknown forces. As people everywhere watch the world's great cities fall, Los Angeles becomes the last stand for mankind in a battle no one expected. It's up to a Marine staff sergeant and his new platoon to draw a line in the sand as they take on an enemy unlike any they've ever encountered before.",49.199234,2011-03-08,202466756,116,Released,"It's not war. It's survival.",5.5,1448,,227582000.0,78683238.0,146688222.683069
70000000,587,en,"Big Fish","Throughout his life Edward Bloom has always been a man of big appetites, enormous passions and tall tales. In his later years, he remains a huge mystery to his son, William. Now, to get to know the real man, Will begins piecing together a true picture of his father from flashbacks of his amazing adventures.",46.199482,2003-12-25,122919055,125,Released,"An adventure as big as life itself.",7.6,1994,,168731936.0,96089540.0,92257969.8655564
66000000,57212,en,"War Horse","Follows a young man named Albert and his horse, Joey, and how their bond is broken when Joey is sold to the cavalry and sent to the trenches of World War One. Despite being too young to enlist, Albert heads to France to save his friend.",29.505574,2011-12-25,177584879,146,Released,"Separated by War. Tested by Battle. Bound by Friendship.",7.0,992,,199613619.0,74187053.0,106695298.098419
70000000,152760,en,"The Monuments Men","Based on the true story of the greatest treasure hunt in history, The Monuments Men is an action drama focusing on seven over-the-hill, out-of-shape museum directors, artists, architects, curators, and art historians who went to the front lines of WWII to rescue the world’s artistic masterpieces from Nazi thieves and return them to their rightful owners.  With the art hidden behind enemy lines, how could these guys hope to succeed?",43.873266,2014-01-24,154984035,118,Released,"It was the greatest art heist in history",5.8,1523,,165457194.0,74730301.0,116616110.676031
70000000,33909,en,"Wall Street: Money Never Sleeps","As the global economy teeters on the brink of disaster, a young Wall Street trader partners with disgraced former Wall Street corporate raider Gordon Gekko on a two tiered mission: To alert the financial community to the coming doom, and to find out who was responsible for the death of the young trader's mentor.",23.25645,2010-09-02,134748021,133,Released,"Gordon never gives up.",5.8,493,,156309825.0,81201102.0,171966718.464736
70000000,49017,en,"Dracula Untold","Vlad Tepes is a great hero, but when he learns the Sultan is preparing for battle and needs to form an army of 1,000 boys, including Vlad's son, he vows to find a way to protect his family. Vlad turns to dark forces in order to get the power to destroy his enemies and agrees to go from hero to monster as he's turned into the mythological vampire Dracula.",64.457947,2014-10-01,215529201,92,Released,"Every bloodline has a beginning",6.2,2389,,230093744.0,74730301.0,144508905.121838
70000000,2270,en,Stardust,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm. His journey takes him into a world beyond his wildest dreams and reveals his true identity.",48.032734,2007-08-09,135560026,127,Released,"This Summer A Star Falls. The Chase Begins.",7.1,1184,,165175612.0,85292790.0,137454232.814865
70000000,44564,en,"The Dilemma","Longtime friends Ronny and Nick are partners in an auto-design firm. They are hard at work on a presentation for a dream project that would really launch their company. Then Ronny spots Nick's wife out with another man, and in the process of investigating the possible affair, he learns that Nick has a few secrets of his own. As the presentation nears, Ronny agonizes over what might happen if the truth gets out.",14.780634,2011-01-13,67112664,111,Released,"Two best friends. Nothing could come between them... or could it?",5.2,304,,75437739.0,78683238.0,74949773.475563
70000000,3132,en,"Bad Company","When a Harvard-educated CIA agent is killed during an operation, the secret agency recruits his twin brother.",14.086292,2002-06-07,65977295,116,Released,"Two Mismatched Partners. One Messed Up Case!",5.4,228,,92650596.0,98299600.0,155281299.738294
60000000,8814,en,Doom,"A team of space marines known as the Rapid Response Tactical Squad, led by Sarge, is sent to a science facility on Mars after somebody reports a security breach. There, they learn that the alert came after a test subject, a mass murderer purposefully injected with alien DNA, broke free and began killing people. Dr. Grimm, who is related to team member Reaper, informs them all that the chromosome can mutate humans into monsters -- and is highly infectious.",29.261348,2005-10-20,55987321,105,Released,"No one gets out alive.",5.0,609,,72373034.0,77560097.0,154503563.605093
70000000,8427,en,"I Spy","When the Switchblade, the most sophisticated prototype stealth fighter created yet, is stolen from the U.S. government, one of the United States' top spies, Alex Scott, is called to action. What he doesn't expect is to get teamed up with a cocky civilian, World Class Boxing Champion Kelly Robinson, on a dangerous top secret espionage mission. Their assignment: using equal parts skill and humor, catch Arnold Gundars, one of the world's most successful arms dealers.",13.267631,2002-10-31,33561137,97,Released,"Attitude meets espionage.",5.2,269,,47129233.0,98299600.0,154827545.217629
70000000,52520,en,"Underworld: Awakening","After being held in a coma-like state for fifteen years, vampire Selene learns that she has a fourteen-year-old vampire/Lycan hybrid daughter named Nissa, and when she finds her, they must stop BioCom from creating super Lycans that will kill them all.",58.401204,2012-01-19,160112671,88,Released,"Vengeance Returns",6.1,1862,,176272330.0,77064876.0,98428000.9790741
75000000,80585,en,"Rock of Ages","A small town girl and a city boy meet on the Sunset Strip, while pursuing their Hollywood dreams.",23.515938,2012-06-13,59418613,123,Released,"Nothin' but a good time",6.0,385,,65415543.0,82569510.0,44568373.8470401
70000000,10592,en,"Hart's War","Fourth-generation Army Col. William McNamara is imprisoned in a brutal German POW camp. Still, as the senior-ranking American officer, he commands his fellow inmates, keeping a sense of honor alive in a place where honor is easy to destroy, all under the dangerous eye of the Luftwafe vetran Col. Wilhelm Visser. Never giving up the fight to win the war, McNamara is silently planning, waiting for his moment to strike back at the enemy. A murder in the camp gives him the chance to set a risky plan in motion. With a court martial to keep Visser and the Germans distracted, McNamara orchestrates a cunning scheme to escape and destroy a nearby munitions plant, enlisting the unwitting help of young Lt. Tommy Hart. Together with his men, McNamara uses a hero's resolve to carry out his mission, ultimately forced to weigh the value of his life against the good of his country.",14.244518,2002-02-15,32287044,125,Released,"Beyond Courage, Beyond Honor.",5.9,241,,45340050.0,98299600.0,119926438.134557
66000000,49021,en,"Killer Elite","Based on a shocking true story, Killer Elite pits two of the world’s most elite operatives—Danny, an ex-special ops agent and Hunter, his longtime mentor—against the cunning leader of a secret military society. Covering the globe from Australia to Paris, London and the Middle East, Danny and Hunter are plunged into a highly dangerous game of cat and mouse—where the predators become the prey.",29.501489,2011-09-23,57777106,116,Released,"May the best man live.",6.1,695,,64944140.0,74187053.0,114707629.016505
70000000,10550,en,"Ballistic: Ecks vs. Sever","Jonathan Ecks, an FBI agent, realizes that he must join with his lifelong enemy, Agent Sever, a rogue DIA agent with whom he is in mortal combat, in order to defeat a common enemy. That enemy has developed a ""micro-device"" that can be injected into victims in order to kill them at will.",8.37378,2002-09-20,19924033,91,Released,,4.3,97,,27978921.0,98299600.0,297937556.42381
